wandb: WARNING Tried to log to step 4 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:54:47,901] INFO d=512 round= 5 | acc=98.54% det=0.0% tp=0 fn=2 proving=234.0ms proof=49.03KB
wandb: WARNING Tried to log to step 5 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:55:18,855] INFO d=512 round= 6 | acc=98.68% det=0.0% tp=0 fn=2 proving=237.1ms proof=49.03KB
wandb: WARNING Tried to log to step 6 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:55:49,870] INFO d=512 round= 7 | acc=98.75% det=0.0% tp=0 fn=2 proving=241.5ms proof=49.03KB
wandb: WARNING Tried to log to step 7 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:56:20,346] INFO d=512 round= 8 | acc=98.95% det=0.0% tp=0 fn=2 proving=242.7ms proof=49.03KB
wandb: WARNING Tried to log to step 8 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:56:50,584] INFO d=512 round= 9 | acc=98.93% det=0.0% tp=0 fn=2 proving=240.9ms proof=49.03KB
wandb: WARNING Tried to log to step 9 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:57:20,437] INFO d=512 round=10 | acc=99.03% det=0.0% tp=0 fn=2 proving=234.2ms proof=49.03KB
wandb: WARNING Tried to log to step 10 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:57:50,647] INFO d=512 round=11 | acc=99.05% det=0.0% tp=0 fn=2 proving=238.6ms proof=49.03KB
wandb: WARNING Tried to log to step 11 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:58:20,967] INFO d=512 round=12 | acc=99.04% det=0.0% tp=0 fn=2 proving=239.2ms proof=49.03KB
wandb: WARNING Tried to log to step 12 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:58:51,688] INFO d=512 round=13 | acc=99.09% det=0.0% tp=0 fn=2 proving=241.1ms proof=49.03KB
wandb: WARNING Tried to log to step 13 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:59:22,814] INFO d=512 round=14 | acc=99.08% det=0.0% tp=0 fn=2 proving=239.6ms proof=49.03KB
wandb: WARNING Tried to log to step 14 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 16:59:54,302] INFO d=512 round=15 | acc=99.11% det=0.0% tp=0 fn=2 proving=238.9ms proof=49.03KB
wandb: WARNING Tried to log to step 15 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 17:00:25,040] INFO d=512 round=16 | acc=99.20% det=0.0% tp=0 fn=2 proving=240.8ms proof=49.03KB
wandb: WARNING Tried to log to step 16 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 17:00:56,163] INFO d=512 round=17 | acc=99.14% det=0.0% tp=0 fn=2 proving=240.2ms proof=49.03KB
wandb: WARNING Tried to log to step 17 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 17:01:27,120] INFO d=512 round=18 | acc=99.20% det=0.0% tp=0 fn=2 proving=239.2ms proof=49.03KB
wandb: WARNING Tried to log to step 18 that is less than the current step 19. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[2026-06-22 17:01:57,724] INFO d=512 round=19 | acc=99.25% det=0.0% tp=0 fn=2 proving=235.8ms proof=49.03KB
[2026-06-22 17:01:57,728] INFO d=512 DONE | det_rate=0.0% proving=238.6ms proof=49.03KB
[2026-06-22 17:01:57,729] INFO Saved per-d log to /workspace/output/ablation_d_logs/d512_results.json
